Count of Victims,Age Group,Sex,MethodofKilling,Domestic Abuse,Recorded Year,Recorded Month,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2004,Aug,Manslaughter,Unsolved,Brent,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Aug,Murder,Unsolved,Brent,Asian
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Aug,Murder,Solved,Brent,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2004,Nov,Murder,Solved,Brent,Black
1,13 to 19,Female,Knife or Sharp Implement,Domestic Abuse,2004,Nov,Murder,Solved,Brent,Black
1,0 to 12,Male,Knife or Sharp Implement,Domestic Abuse,2004,Nov,Murder,Solved,Brent,Black
1,35 to 44,Male,Shooting,Not Domestic Abuse,2004,Nov,Murder,Unsolved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Nov,Murder,Solved,Brent,White
1,45 to 54,Male,Not known/Not Recorded,Not Domestic Abuse,2004,Dec,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Camden,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Camden,White
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Camden,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2004,Dec,Murder,Solved,Camden,White
1,35 to 44,Female,Not known/Not Recorded,Domestic Abuse,2004,Apr,Murder,Solved,Ealing,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2004,Nov,Murder,Solved,Barnet,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2004,Mar,Murder,Solved,Ealing,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2004,Mar,Murder,Unsolved,Ealing,Black
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2004,Apr,Murder,Solved,Ealing,Asian
1,35 to 44,Female,Not known/Not Recorded,Domestic Abuse,2004,Apr,Murder,Solved,Haringey,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Ealing,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2004,Jun,Murder,Solved,Ealing,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2004,Oct,Murder,Solved,Ealing,Asian
1,45 to 54,Female,Other Methods of Killing,Not Domestic Abuse,2004,Nov,Murder,Solved,Ealing,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2004,Nov,Murder,Solved,Ealing,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2004,Apr,Murder,Solved,Islington,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Islington,Other
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,2004,Oct,Murder,Solved,Islington,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Haringey,Black
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Jan,Murder,Solved,Haringey,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Mar,Murder,Solved,Haringey,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Apr,Murder,Solved,Haringey,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Aug,Murder,Solved,Haringey,Black
1,25 to 34,Female,Blunt Implement,Domestic Abuse,2004,Aug,Murder,Solved,Haringey,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Dec,Murder,Solved,Haringey,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Dec,Murder,Solved,Haringey,White
1,13 to 19,Female,Knife or Sharp Implement,Domestic Abuse,2004,Mar,Murder,Solved,Southwark,White
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Mar,Murder,Solved,Southwark,Asian
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2004,Mar,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Apr,Murder,Solved,Southwark,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2004,Apr,Murder,Solved,Southwark,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jun,Murder,Solved,Southwark,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,2004,Jun,Murder,Solved,Southwark,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Jul,Murder,Solved,Southwark,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2004,Aug,Murder,Solved,Southwark,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Oct,Murder,Solved,Southwark,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Lewisham,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Mar,Murder,Solved,Lewisham,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Mar,Murder,Solved,Lewisham,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2004,Apr,Murder,Solved,Lewisham,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2004,Jun,Murder,Unsolved,Lewisham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jul,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Lewisham,Black
1,13 to 19,Male,Other Methods of Killing,Not Domestic Abuse,2004,Jan,Murder,Solved,Bromley,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Bromley,White
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Aug,Murder,Solved,Bromley,White
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,2004,Dec,Murder,Solved,Bromley,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Mar,Murder,Solved,Greenwich,White
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2004,Jul,Murder,Solved,Greenwich,White
1,20 to 24,Male,Knife or Sharp Implement,Domestic Abuse,2004,Jul,Murder,Solved,Greenwich,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jul,Murder,Solved,Greenwich,White
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2004,Aug,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Oct,Murder,Solved,Greenwich,Asian
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Jan,Murder,Solved,Croydon,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2004,Jan,Manslaughter,Solved,Croydon,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2004,Jan,Manslaughter,Solved,Croydon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Feb,Murder,Solved,Croydon,Black
1,65 and over,Male,"Physical Assault, no weapon",Domestic Abuse,2004,Aug,Murder,Solved,Croydon,Asian
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2004,Sep,Murder,Solved,Croydon,Black
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2004,Sep,Murder,Solved,Croydon,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Croydon,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2004,Sep,Murder,Solved,Croydon,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Croydon,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,2004,Oct,Murder,Solved,Croydon,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Oct,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Dec,Murder,Unsolved,Croydon,Black
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2004,Apr,Murder,Solved,Bexley,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2004,Jul,Murder,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Sutton,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Tower Hamlets,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Feb,Murder,Solved,Tower Hamlets,White
1,25 to 34,Female,Blunt Implement,Domestic Abuse,2004,May,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Male,Blunt Implement,Domestic Abuse,2004,Jun,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Aug,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Sep,Murder,Solved,Tower Hamlets,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2004,Dec,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Redbridge,Black
1,45 to 54,Male,Not known/Not Recorded,Domestic Abuse,2004,Mar,Murder,Solved,Redbridge,Asian
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2004,Apr,Murder,Unsolved,Redbridge,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2004,May,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Redbridge,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Hackney,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2004,Mar,Murder,Solved,Hackney,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Apr,Murder,Solved,Hackney,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jun,Murder,Solved,Hackney,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jul,Murder,Solved,Hackney,White
1,35 to 44,Male,Blunt Implement,Domestic Abuse,2004,Sep,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Hackney,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Oct,Murder,Solved,Hackney,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2004,Oct,Murder,Solved,Hackney,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2004,Nov,Murder,Solved,Hackney,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Waltham Forest,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Feb,Murder,Solved,Waltham Forest,White
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Apr,Murder,Solved,Waltham Forest,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2004,May,Manslaughter,Solved,Waltham Forest,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2004,May,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Other Methods of Killing,Domestic Abuse,2004,Aug,Manslaughter,Solved,Waltham Forest,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Sep,Murder,Unsolved,Waltham Forest,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Apr,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Female,Other Methods of Killing,Not Domestic Abuse,2004,Jun,Murder,Solved,Barking & Dagenham,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Jul,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Other Methods of Killing,Domestic Abuse,2004,Jul,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2004,Oct,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2004,Nov,Murder,Solved,Barking & Dagenham,White
1,35 to 44,Female,"Physical Assault, no weapon",Not Domestic Abuse,2004,Mar,Murder,Solved,Enfield,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Apr,Murder,Unsolved,Enfield,Black
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2004,Jul,Manslaughter,Solved,Enfield,Black
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,2004,Aug,Murder,Solved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Aug,Murder,Unsolved,Enfield,White
1,20 to 24,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Oct,Murder,Solved,Enfield,White
1,25 to 34,Male,Not known/Not Recorded,Not Domestic Abuse,2004,Dec,Murder,Unsolved,Enfield,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Dec,Murder,Solved,Enfield,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Dec,Murder,Solved,Enfield,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Newham,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Newham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Apr,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jun,Murder,Solved,Newham,Black
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,2004,Jun,Murder,Solved,Newham,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Jul,Murder,Solved,Newham,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2004,Aug,Manslaughter,Solved,Newham,Asian
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,2004,Oct,Murder,Solved,Newham,White
1,25 to 34,Male,Other Methods of Killing,Domestic Abuse,2004,Dec,Murder,Solved,Newham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jan,Murder,Solved,Havering,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2004,Feb,Murder,Solved,Havering,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2004,Apr,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Apr,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2004,Jun,Murder,Solved,Kensington & Chelsea,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jul,Murder,Solved,Kensington & Chelsea,Black
1,25 to 34,Male,Not known/Not Recorded,Not Domestic Abuse,2004,Jul,Murder,Solved,Kensington & Chelsea,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Aug,Murder,Solved,Kensington & Chelsea,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Dec,Murder,Solved,Kensington & Chelsea,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2004,Jun,Murder,Solved,Westminster,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2004,Oct,Murder,Solved,Westminster,Asian
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,2004,Jan,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,May,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Jun,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2004,Sep,Manslaughter,Solved,Hammersmith & Fulham,Other
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2004,Dec,Murder,Solved,Hammersmith & Fulham,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2004,Oct,Murder,Solved,Westminster,White
1,45 to 54,Male,Not known/Not Recorded,Not Domestic Abuse,2004,Mar,Murder,Solved,Westminster,White
1,55 to 64,Female,Other Methods of Killing,Not Domestic Abuse,2004,Oct,Murder,Solved,Westminster,White
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2004,Mar,Murder,Unsolved,Westminster,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2005,Mar,Murder,Solved,Wandsworth,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2005,Apr,Murder,Solved,Wandsworth,Black
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,2005,Oct,Murder,Solved,Wandsworth,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2005,Oct,Murder,Solved,Wandsworth,Black
1,45 to 54,Female,Other Methods of Killing,Not Domestic Abuse,2005,Oct,Murder,Solved,Wandsworth,White
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2005,May,Murder,Solved,Kingston Upon Thames,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2005,Aug,Murder,Solved,Kingston Upon Thames,White
1,45 to 54,Female,Other Methods of Killing,Domestic Abuse,2005,Feb,Manslaughter,Solved,Hounslow,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2005,Mar,Infanticide,Solved,Hounslow,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Mar,Murder,Solved,Hounslow,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Apr,Murder,Solved,Hounslow,Black
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Manslaughter,Solved,Hounslow,White
1,35 to 44,Female,Not known/Not Recorded,Domestic Abuse,2005,Nov,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Jan,Murder,Solved,Richmond Upon Thames,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Feb,Murder,Solved,Hounslow,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2005,Apr,Murder,Solved,Richmond Upon Thames,Asian
1,20 to 24,Male,Not known/Not Recorded,Not Domestic Abuse,2005,Oct,Murder,Solved,Richmond Upon Thames,Asian
1,65 and over,Female,Blunt Implement,Domestic Abuse,2005,Jan,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Feb,Murder,Unsolved,Lambeth,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2005,Feb,Murder,Solved,Lambeth,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Aug,Murder,Solved,Lambeth,Black
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2005,Nov,Murder,Solved,Lambeth,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2005,Dec,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Oct,Murder,Solved,Merton,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Jan,Murder,Unsolved,Brent,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,2005,Jan,Murder,Solved,Brent,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Feb,Murder,Solved,Brent,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2005,Mar,Murder,Unsolved,Brent,Black
1,13 to 19,Male,Shooting,Not Domestic Abuse,2005,Jun,Murder,Solved,Brent,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2005,Jul,Murder,Solved,Brent,Black
1,55 to 64,Male,Shooting,Not Domestic Abuse,2005,Aug,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,Not Domestic Abuse,2005,Aug,Murder,Solved,Brent,Black
1,25 to 34,Female,Shooting,Not Domestic Abuse,2005,Aug,Murder,Solved,Brent,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Aug,Murder,Solved,Brent,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2005,Sep,Murder,Solved,Brent,White
1,35 to 44,Male,Not known/Not Recorded,Not Domestic Abuse,2005,Oct,Murder,Solved,Camden,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2005,Dec,Murder,Unsolved,Brent,Asian
1,20 to 24,Female,Other Methods of Killing,Domestic Abuse,2005,Jun,Murder,Solved,Harrow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Aug,Murder,Solved,Harrow,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2005,Feb,Murder,Solved,Camden,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2005,Mar,Murder,Solved,Camden,Black
1,0 to 12,Female,Knife or Sharp Implement,Domestic Abuse,2005,Mar,Murder,Solved,Camden,Black
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Mar,Murder,Solved,Camden,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2005,Apr,Murder,Solved,Camden,White
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2005,Jun,Murder,Solved,Camden,White
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,White
1,35 to 44,Female,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,Asian
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,Black
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,White
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2005,Jul,Murder,Solved,Camden,White
